,titleId,start_year,genres,ordering,title,region,genre_ids,id_x,popularity,release_date_x,vote_average,vote_count,id_y,release_date_y,production_budget,domestic_gross,worldwide_gross
0,tt0069049,2018.0,Drama,3.0,The Other Side of the Wind,US,"[35, 18]",299782,9.8,2018-11-02,7.0,64,,,,,
1,tt0112502,2017.0,"Horror,Thriller",3.0,Bigfoot,US,"[27, 878, 12]",117856,2.813,2012-06-30,2.9,26,,,,,
2,tt4503112,2018.0,"Action,Horror",3.0,Bigfoot,US,"[27, 878, 12]",117856,2.813,2012-06-30,2.9,26,,,,,
3,tt9181914,2018.0,"Animation,Family",5.0,Bigfoot,US,"[27, 878, 12]",117856,2.813,2012-06-30,2.9,26,,,,,
4,tt0192528,2018.0,Drama,1.0,Heaven & Hell,US,[18],567662,0.6,2018-11-06,7.5,2,,,,,
5,tt0249516,2012.0,"Action,Animation,Comedy",2.0,Foodfight!,US,"[16, 28, 35, 10751]",116977,4.705,2013-05-07,2.1,46,26.0,"Dec 31, 2012","$45,000,000",$0,"$73,706"
6,tt0255820,2013.0,"Biography,Comedy,Drama",1.0,Return to Babylon,US,"[35, 18]",323498,0.877,2013-08-11,7.0,1,,,,,
7,tt0285252,2012.0,Comedy,9.0,Life's a Beach,US,[35],112074,1.206,2010-01-01,3.2,3,,,,,
8,tt0293069,2012.0,Thriller,9.0,Dark Blood,US,[53],136884,1.721,2013-03-06,6.1,7,,,,,
9,tt0297400,2015.0,"Crime,Drama",1.0,Snowblind,US,[37],49594,1.463,2010-11-11,4.3,7,,,,,
10,tt0312305,2010.0,"Adventure,Animation,Sci-Fi",2.0,Quantum Quest: A Cassini Space Odyssey,US,[10751],23738,1.207,2012-12-02,0.5,1,,,,,
11,tt0323808,2011.0,"Drama,Horror",5.0,The Wicker Tree,US,"[9648, 27, 53]",79544,2.962,2012-01-27,4.4,25,,,,,
12,tt0326592,2010.0,no genre,3.0,Do Not Disturb,US,"[35, 27]",230997,0.624,2010-01-01,2.0,1,,,,,
13,tt10188032,2018.0,Comedy,1.0,Do Not Disturb,US,"[35, 27]",230997,0.624,2010-01-01,2.0,1,,,,,
14,tt1325773,2010.0,"Crime,Horror,Thriller",4.0,Do Not Disturb,US,"[35, 27]",230997,0.624,2010-01-01,2.0,1,,,,,
15,tt1558249,2011.0,Comedy,6.0,Do Not Disturb,US,"[35, 27]",230997,0.624,2010-01-01,2.0,1,,,,,
16,tt4107672,2014.0,Horror,1.0,Do Not Disturb,US,"[35, 27]",230997,0.624,2010-01-01,2.0,1,,,,,
17,tt0326592,2010.0,no genre,3.0,Do Not Disturb,US,"[27, 53]",213711,1.337,2013-08-06,4.9,8,,,,,
18,tt10188032,2018.0,Comedy,1.0,Do Not Disturb,US,"[27, 53]",213711,1.337,2013-08-06,4.9,8,,,,,
19,tt1325773,2010.0,"Crime,Horror,Thriller",4.0,Do Not Disturb,US,"[27, 53]",213711,1.337,2013-08-06,4.9,8,,,,,
20,tt1558249,2011.0,Comedy,6.0,Do Not Disturb,US,"[27, 53]",213711,1.337,2013-08-06,4.9,8,,,,,
21,tt4107672,2014.0,Horror,1.0,Do Not Disturb,US,"[27, 53]",213711,1.337,2013-08-06,4.9,8,,,,,
22,tt0326592,2010.0,no genre,4.0,The Overnight,US,"[9648, 35]",308024,6.5760000000000005,2015-06-19,6.0,200,21.0,"Jun 19, 2015","$200,000","$1,109,808","$1,165,996"
23,tt3844362,2015.0,"Comedy,Mystery",11.0,The Overnight,US,"[9648, 35]",308024,6.5760000000000005,2015-06-19,6.0,200,21.0,"Jun 19, 2015","$200,000","$1,109,808","$1,165,996"
24,tt0326965,2010.0,"Drama,Mystery,Thriller",7.0,In My Sleep,US,"[53, 9648]",40048,1.795,2010-04-23,5.4,20,,,,,
25,tt0331314,2017.0,"Adventure,Animation,Comedy",5.0,Bunyan and Babe,US,"[12, 16, 35, 10751, 14]",435995,2.051,2017-01-12,6.2,9,,,,,
26,tt0337692,2012.0,"Adventure,Drama,Romance",34.0,On the Road,US,"[12, 18]",83770,8.919,2012-12-21,5.6,518,17.0,"Mar 22, 2013","$25,000,000","$720,828","$9,313,302"
27,tt0339736,2017.0,Horror,2.0,Whiplash,US,"[18, 10402]",367412,6.297999999999999,2013-01-18,7.9,94,43.0,"Oct 10, 2014","$3,300,000","$13,092,006","$38,969,037"
28,tt2582802,2014.0,"Drama,Music",10.0,Whiplash,US,"[18, 10402]",367412,6.297999999999999,2013-01-18,7.9,94,43.0,"Oct 10, 2014","$3,300,000","$13,092,006","$38,969,037"
29,tt0339736,2017.0,Horror,2.0,Whiplash,US,"[18, 10402]",244786,28.784,2014-10-10,8.4,7908,43.0,"Oct 10, 2014","$3,300,000","$13,092,006","$38,969,037"
30,tt2582802,2014.0,"Drama,Music",10.0,Whiplash,US,"[18, 10402]",244786,28.784,2014-10-10,8.4,7908,43.0,"Oct 10, 2014","$3,300,000","$13,092,006","$38,969,037"
31,tt0359950,2013.0,"Adventure,Comedy,Drama",37.0,The Secret Life of Walter Mitty,US,"[12, 35, 18, 14]",116745,10.743,2013-12-25,7.1,4859,37.0,"Dec 25, 2013","$91,000,000","$58,236,838","$187,861,183"
32,tt0360556,2018.0,"Drama,Sci-Fi,Thriller",8.0,Fahrenheit 451,US,"[18, 878, 53]",401905,11.657,2018-06-18,5.4,362,,,,,
33,tt0365545,2018.0,"Comedy,Drama,Romance",2.0,Nappily Ever After,US,"[35, 10749]",519035,12.057,2018-09-21,7.3,549,,,,,
34,tt0365907,2014.0,"Action,Crime,Drama",29.0,A Walk Among the Tombstones,US,"[80, 18, 9648, 53]",169917,19.373,2014-09-19,6.3,1685,67.0,"Sep 19, 2014","$28,000,000","$26,017,685","$62,108,587"
35,tt0369610,2015.0,"Action,Adventure,Sci-Fi",18.0,Jurassic World,US,"[28, 12, 878, 53]",135397,20.709,2015-06-12,6.6,14056,34.0,"Jun 12, 2015","$215,000,000","$652,270,625","$1,648,854,864"
36,tt0372538,2011.0,"Action,Crime,Drama",4.0,Spy,US,"[28, 80, 18, 9648, 53]",323867,1.4,2011-08-09,7.0,1,,,,,
37,tt3079380,2015.0,"Action,Comedy,Crime",6.0,Spy,US,"[28, 80, 18, 9648, 53]",323867,1.4,2011-08-09,7.0,1,,,,,
38,tt0372538,2011.0,"Action,Crime,Drama",4.0,Spy,US,"[28, 35, 80]",238713,12.54,2015-06-05,6.8,3917,,,,,
39,tt3079380,2015.0,"Action,Comedy,Crime",6.0,Spy,US,"[28, 35, 80]",238713,12.54,2015-06-05,6.8,3917,,,,,
40,tt0376136,2011.0,"Comedy,Drama",29.0,The Rum Diary,US,"[18, 35]",23514,12.011,2011-10-27,5.7,652,16.0,"Oct 28, 2011","$45,000,000","$13,109,815","$21,544,732"
41,tt0376479,2016.0,"Crime,Drama",31.0,American Pastoral,US,"[80, 18]",326285,7.782,2016-10-21,6.0,339,,,,,
42,tt0376479,2016.0,"Crime,Drama",31.0,American Pastoral,US,"[80, 18]",326285,7.782,2016-10-21,6.0,339,,,,,
43,tt0377981,2011.0,"Adventure,Animation,Comedy",34.0,Gnomeo & Juliet,US,"[16, 10751]",45772,16.408,2011-02-11,5.8,1085,,,,,
44,tt0383010,2012.0,"Comedy,Family",15.0,The Three Stooges,US,[35],76489,9.358,2012-04-13,5.1,215,4.0,"Apr 13, 2012","$30,000,000","$44,338,224","$54,052,249"
45,tt5108902,2015.0,Documentary,4.0,The Three Stooges,US,[35],76489,9.358,2012-04-13,5.1,215,4.0,"Apr 13, 2012","$30,000,000","$44,338,224","$54,052,249"
46,tt0393049,2010.0,"Comedy,Drama,Romance",4.0,Anderson's Cross,US,"[10749, 35, 18]",324352,0.6,2010-05-20,5.0,1,65.0,"Dec 31, 2010","$300,000",$0,$0
47,tt0398286,2010.0,"Adventure,Animation,Comedy",18.0,Tangled,US,"[16, 10751]",38757,21.511,2010-11-24,7.5,6407,15.0,"Nov 24, 2010","$260,000,000","$200,821,936","$586,477,240"
48,tt0401729,2012.0,"Action,Adventure,Sci-Fi",2.0,John Carter,US,"[28, 12, 878]",49529,18.549,2012-03-09,6.1,3338,14.0,"Mar 9, 2012","$275,000,000","$73,058,679","$282,778,100"
49,tt0404978,2012.0,"Comedy,Crime",11.0,Gambit,US,"[35, 80]",97434,8.353,2012-04-25,5.2,366,,,,,
50,tt0409847,2011.0,"Action,Sci-Fi,Thriller",16.0,Cowboys & Aliens,US,"[28, 878, 53, 37]",49849,16.293,2011-07-29,5.5,3110,,,,,
51,tt0419692,2010.0,"Drama,Mystery,Sci-Fi",2.0,Disconnect,US,"[53, 9648, 80, 878]",200094,0.706,2010-08-06,6.7,3,,,,,
52,tt1433811,2012.0,"Drama,Thriller",10.0,Disconnect,US,"[53, 9648, 80, 878]",200094,0.706,2010-08-06,6.7,3,,,,,
53,tt8413566,2018.0,"Comedy,Romance",4.0,Disconnect,US,"[53, 9648, 80, 878]",200094,0.706,2010-08-06,6.7,3,,,,,
54,tt0419692,2010.0,"Drama,Mystery,Sci-Fi",2.0,Disconnect,US,"[18, 53]",127517,10.319,2013-04-12,7.1,681,,,,,
55,tt1433811,2012.0,"Drama,Thriller",10.0,Disconnect,US,"[18, 53]",127517,10.319,2013-04-12,7.1,681,,,,,
56,tt8413566,2018.0,"Comedy,Romance",4.0,Disconnect,US,"[18, 53]",127517,10.319,2013-04-12,7.1,681,,,,,
57,tt0420293,2015.0,"Biography,Drama,History",6.0,The Stanford Prison Experiment,US,"[53, 18]",308032,8.238999999999999,2015-07-17,6.9,548,,,,,
58,tt0423474,2010.0,"Action,Comedy,Crime",1.0,Venus & Vegas,US,"[28, 35]",68716,2.362,2010-11-01,3.7,14,,,,,
59,tt0427152,2010.0,Comedy,33.0,Dinner for Schmucks,US,[35],38778,6.6320000000000014,2010-07-30,5.6,920,51.0,"Jul 30, 2010","$69,000,000","$73,026,337","$86,796,502"
60,tt0429493,2010.0,"Action,Adventure,Thriller",31.0,The A-Team,US,"[53, 28, 12, 35, 80]",34544,17.097,2010-06-11,6.3,2703,32.0,"Jun 11, 2010","$110,000,000","$77,222,099","$177,241,171"
61,tt0431021,2012.0,"Horror,Mystery,Thriller",36.0,The Possession,US,"[27, 53]",77883,8.978,2012-08-31,5.9,918,81.0,"Aug 31, 2012","$14,000,000","$49,130,588","$82,925,064"
62,tt1707392,2011.0,"Drama,Horror",13.0,The Possession,US,"[27, 53]",77883,8.978,2012-08-31,5.9,918,81.0,"Aug 31, 2012","$14,000,000","$49,130,588","$82,925,064"
63,tt0433035,2011.0,"Action,Drama,Family",30.0,Real Steel,US,"[28, 878, 18]",39254,14.811,2011-10-06,6.8,4566,31.0,"Oct 7, 2011","$110,000,000","$85,463,309","$263,880,341"
64,tt0433397,2011.0,"Comedy,Drama,Music",4.0,Satin,US,"[35, 18, 10749]",50024,0.624,2011-03-01,5.0,1,,,,,
65,tt0435651,2014.0,"Drama,Romance,Sci-Fi",6.0,The Giver,US,"[18, 878]",227156,8.687000000000001,2014-08-11,6.5,3075,2.0,"Aug 15, 2014","$25,000,000","$45,090,374","$66,540,205"
66,tt0435761,2010.0,"Adventure,Animation,Comedy",14.0,3,US,"[27, 9648, 53]",477577,1.816,2018-08-07,6.0,2,85.0,"Sep 16, 2011","$7,200,000","$59,774","$295,492"
67,tt1517177,2010.0,"Comedy,Drama,Romance",21.0,3,US,"[27, 9648, 53]",477577,1.816,2018-08-07,6.0,2,85.0,"Sep 16, 2011","$7,200,000","$59,774","$295,492"
68,tt5618160,2018.0,"Horror,Mystery,Thriller",4.0,3,US,"[27, 9648, 53]",477577,1.816,2018-08-07,6.0,2,85.0,"Sep 16, 2011","$7,200,000","$59,774","$295,492"
69,tt5785598,2015.0,Drama,1.0,3,US,"[27, 9648, 53]",477577,1.816,2018-08-07,6.0,2,85.0,"Sep 16, 2011","$7,200,000","$59,774","$295,492"
70,tt0435761,2010.0,"Adventure,Animation,Comedy",43.0,Toy Story 3,US,"[16, 10751, 35]",10193,24.445,2010-06-17,7.7,8340,47.0,"Jun 18, 2010","$200,000,000","$415,004,880","$1,068,879,522"
71,tt0441881,2019.0,"Action,Drama,War",15.0,Danger Close,US,[99],446348,1.96,2017-05-26,6.3,3,,,,,
72,tt4911288,2017.0,Action,5.0,Danger Close,US,[99],446348,1.96,2017-05-26,6.3,3,,,,,
73,tt0443272,2012.0,"Biography,Drama,History",8.0,Lincoln,US,"[36, 18]",72976,12.693,2012-11-16,6.8,2261,73.0,"Nov 9, 2012","$65,000,000","$182,207,973","$273,346,281"
74,tt0443465,2014.0,"Comedy,Drama,Romance",3.0,Before We Go,US,"[18, 10749, 35]",283350,8.232999999999999,2015-05-21,6.5,985,52.0,"Sep 4, 2015","$3,000,000","$37,151","$483,938"
75,tt0446029,2010.0,"Action,Comedy,Fantasy",13.0,Scott Pilgrim vs. the World,US,"[28, 35, 10749]",22538,14.383,2010-08-13,7.3,3882,,,,,
76,tt0448022,2011.0,"Drama,Romance",2.0,A Bird of the Air,US,"[18, 10749]",70736,4.5680000000000005,2011-09-23,6.0,13,,,,,
77,tt0448694,2011.0,"Action,Adventure,Animation",36.0,Puss in Boots,US,"[28, 12, 16, 10751, 14, 35]",417859,9.078,2011-10-28,6.3,1422,46.0,"Oct 28, 2011","$130,000,000","$149,260,504","$554,987,477"
78,tt0451108,2010.0,Drama,3.0,Mad World,US,[],185200,1.374,2010-02-02,5.0,1,,,,,
79,tt0831280,2010.0,Drama,8.0,Mad World,US,[],185200,1.374,2010-02-02,5.0,1,,,,,
80,tt6041030,2016.0,Drama,11.0,Mad World,US,[],185200,1.374,2010-02-02,5.0,1,,,,,
81,tt6041810,2018.0,Documentary,3.0,Mad World,US,[],185200,1.374,2010-02-02,5.0,1,,,,,
82,tt0451154,2011.0,Horror,1.0,The Passing,US,[27],77551,2.0380000000000003,2011-05-20,3.3,4,,,,,
83,tt0451154,2011.0,Horror,1.0,The Passing,US,"[9648, 27]",386879,0.6,2014-10-27,6.5,2,,,,,
84,tt0451201,2017.0,Horror,1.0,Clawed,US,[27],477342,0.6,2017-09-19,1.0,1,,,,,
85,tt0451279,2017.0,"Action,Adventure,Fantasy",2.0,Wonder Woman,US,"[28, 14]",241224,2.841,2013-09-29,5.9,34,55.0,"Jun 2, 2017","$150,000,000","$412,563,408","$821,133,378"
86,tt0451279,2017.0,"Action,Adventure,Fantasy",35.0,Wonder Woman,US,"[28, 14]",241224,2.841,2013-09-29,5.9,34,55.0,"Jun 2, 2017","$150,000,000","$412,563,408","$821,133,378"
87,tt4028068,2014.0,Sci-Fi,2.0,Wonder Woman,US,"[28, 14]",241224,2.841,2013-09-29,5.9,34,55.0,"Jun 2, 2017","$150,000,000","$412,563,408","$821,133,378"
88,tt0451279,2017.0,"Action,Adventure,Fantasy",2.0,Wonder Woman,US,"[12, 14, 10752, 10749]",297762,31.618,2017-06-02,7.3,12566,55.0,"Jun 2, 2017","$150,000,000","$412,563,408","$821,133,378"
89,tt0451279,2017.0,"Action,Adventure,Fantasy",35.0,Wonder Woman,US,"[12, 14, 10752, 10749]",297762,31.618,2017-06-02,7.3,12566,55.0,"Jun 2, 2017","$150,000,000","$412,563,408","$821,133,378"
90,tt4028068,2014.0,Sci-Fi,2.0,Wonder Woman,US,"[12, 14, 10752, 10749]",297762,31.618,2017-06-02,7.3,12566,55.0,"Jun 2, 2017","$150,000,000","$412,563,408","$821,133,378"
91,tt0452183,2013.0,"Comedy,Romance",2.0,Blunt Movie,US,[35],439174,0.955,2013-04-20,4.5,2,,,,,
92,tt0453562,2013.0,"Biography,Drama,Sport",15.0,42,US,[18],109410,11.28,2013-04-12,7.0,1028,22.0,"Apr 12, 2013","$31,000,000","$95,020,213","$97,470,701"
93,tt0454876,2012.0,"Adventure,Drama,Fantasy",47.0,Life of Pi,US,"[12, 18, 28]",87827,15.0,2012-11-21,7.3,8723,88.0,"Nov 21, 2012","$120,000,000","$124,987,022","$620,912,003"
94,tt0455323,2012.0,Drama,24.0,Being Flynn,US,[18],78571,7.292999999999998,2012-03-02,6.2,128,,,,,
95,tt0455407,2010.0,"Horror,Thriller",5.0,The Crazies,US,"[9648, 27, 28]",29427,12.246,2010-02-26,6.2,1036,36.0,"Feb 26, 2010","$19,000,000","$39,123,589","$56,445,534"
96,tt0455944,2014.0,"Action,Crime,Thriller",38.0,The Equalizer,US,"[53, 28, 80]",156022,28.942,2014-09-26,7.2,4989,96.0,"Sep 26, 2014","$55,000,000","$101,530,738","$192,903,624"
97,tt0455944,2014.0,"Action,Crime,Thriller",3.0,The Equalizer,US,"[53, 28, 80]",156022,28.942,2014-09-26,7.2,4989,96.0,"Sep 26, 2014","$55,000,000","$101,530,738","$192,903,624"
98,tt0458339,2011.0,"Action,Adventure,Sci-Fi",10.0,Captain America: The First Avenger,US,"[28, 12, 878]",1771,25.808000000000003,2011-07-22,6.9,12810,10.0,"Jul 22, 2011","$140,000,000","$176,654,505","$370,569,776"
99,tt0458413,2014.0,"Comedy,Drama",13.0,A Long Way Down,US,"[35, 18]",141043,6.7620000000000005,2014-06-05,6.2,529,,,,,
100,tt0458481,2014.0,"Crime,Thriller",32.0,Sin City: A Dame to Kill For,US,"[80, 53]",189,20.896,2014-08-22,6.3,2210,16.0,"Aug 22, 2014","$65,000,000","$13,757,804","$40,650,842"
101,tt0460778,2010.0,Drama,5.0,Drunkboat,US,[18],76820,1.568,2010-10-08,5.6,9,,,,,
102,tt0460890,2017.0,Drama,20.0,The Only Living Boy in New York,US,[18],95608,8.328,2017-08-11,6.2,116,,,,,
103,tt0462036,2012.0,Drama,3.0,Steve Phoenix: The Untold Story,US,[18],304037,0.6,2012-01-01,3.0,2,,,,,
104,tt0463960,2013.0,"Mystery,Thriller",1.0,Devil You Know,US,"[9648, 53]",206349,3.0380000000000003,2013-07-09,4.0,15,,,,,
105,tt0464054,2014.0,"Horror,Thriller",1.0,House at the End of the Drive,US,"[53, 27]",280381,1.4,2014-01-11,8.0,1,28.0,"Dec 31, 2014","$1,400,000",$0,$0
106,tt0464154,2010.0,"Comedy,Horror",18.0,Piranha 3D,US,"[35, 27]",43593,11.302,2010-08-20,5.3,1029,52.0,"Aug 20, 2010","$24,000,000","$25,003,155","$83,660,160"
107,tt0464891,2011.0,"Comedy,Drama",1.0,Act Your Age,US,"[35, 18]",273001,0.6,2011-04-01,5.5,2,,,,,
108,tt0464891,2011.0,"Comedy,Drama",3.0,Angst,US,"[18, 10749]",230089,0.6,2013-09-07,4.0,1,,,,,
109,tt1740074,2010.0,"Adventure,Documentary",1.0,Angst,US,"[18, 10749]",230089,0.6,2013-09-07,4.0,1,,,,,
110,tt6429118,2017.0,Documentary,1.0,Angst,US,"[18, 10749]",230089,0.6,2013-09-07,4.0,1,,,,,
111,tt0466893,2011.0,Drama,9.0,Margaret,US,[18],44754,8.747,2011-09-30,6.3,138,27.0,"Sep 30, 2011","$14,000,000","$47,185","$623,292"
112,tt0470752,2014.0,"Drama,Mystery,Sci-Fi",25.0,Ex Machina,US,"[18, 878]",264660,18.485,2015-04-10,7.6,8026,72.0,"Apr 10, 2015","$13,000,000","$25,440,971","$38,358,392"
113,tt0471042,2011.0,"Action,Comedy,Crime",11.0,Tower Heist,US,"[28, 35]",59108,12.213,2011-11-04,6.0,1592,5.0,"Nov 4, 2011","$85,000,000","$78,046,570","$150,422,946"
114,tt0472181,2011.0,"Adventure,Animation,Comedy",19.0,The Smurfs,US,"[16, 10751, 12, 35, 14]",41513,16.533,2011-07-29,5.6,2112,20.0,"Jul 29, 2011","$110,000,000","$142,614,158","$563,749,323"
115,tt0472399,2011.0,"Action,Crime,Thriller",21.0,The Mechanic,US,"[28, 53, 80]",27582,14.387,2011-01-28,6.3,1676,42.0,"Jan 28, 2011","$42,500,000","$29,121,498","$76,347,393"
116,tt0473075,2010.0,"Action,Adventure,Fantasy",12.0,Prince of Persia: The Sands of Time,US,"[12, 14, 28, 10749]",9543,13.44,2010-05-27,6.2,4040,,,,,
117,tt0475290,2016.0,"Comedy,Drama,Music",5.0,"Hail, Caesar!",US,"[35, 18, 9648]",270487,12.312,2016-02-05,5.9,2328,22.0,"Feb 5, 2016","$22,000,000","$30,080,225","$64,160,680"
118,tt0477080,2010.0,"Action,Thriller",8.0,Unstoppable,US,"[28, 53]",44048,14.01,2010-11-12,6.4,1913,19.0,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
119,tt1362141,2011.0,"Comedy,Drama",4.0,Unstoppable,US,"[28, 53]",44048,14.01,2010-11-12,6.4,1913,19.0,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
120,tt2951338,2015.0,"Biography,Documentary,History",1.0,Unstoppable,US,"[28, 53]",44048,14.01,2010-11-12,6.4,1913,19.0,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
121,tt3070502,2013.0,Documentary,3.0,Unstoppable,US,"[28, 53]",44048,14.01,2010-11-12,6.4,1913,19.0,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
122,tt9225192,2018.0,"Action,Crime",9.0,Unstoppable,US,"[28, 53]",44048,14.01,2010-11-12,6.4,1913,19.0,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
123,tt0477080,2010.0,"Action,Thriller",8.0,Unstoppable,US,[99],217664,0.6,2013-09-24,1.6,4,19.0,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
124,tt1362141,2011.0,"Comedy,Drama",4.0,Unstoppable,US,[99],217664,0.6,2013-09-24,1.6,4,19.0,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
125,tt2951338,2015.0,"Biography,Documentary,History",1.0,Unstoppable,US,[99],217664,0.6,2013-09-24,1.6,4,19.0,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
126,tt3070502,2013.0,Documentary,3.0,Unstoppable,US,[99],217664,0.6,2013-09-24,1.6,4,19.0,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
127,tt9225192,2018.0,"Action,Crime",9.0,Unstoppable,US,[99],217664,0.6,2013-09-24,1.6,4,19.0,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921"
128,tt0477302,2011.0,"Adventure,Drama,Mystery",21.0,Extremely Loud & Incredibly Close,US,[18],64685,9.828,2011-12-24,7.0,1231,,,,,
129,tt0478304,2011.0,"Drama,Fantasy",9.0,The Tree of Life,US,"[18, 14]",8967,11.569,2011-05-27,6.6,1730,24.0,"May 27, 2011","$35,000,000","$13,305,665","$61,721,826"
130,tt0478970,2015.0,"Action,Adventure,Comedy",6.0,Ant-Man,US,"[878, 28, 12]",102899,32.715,2015-07-17,7.1,11949,43.0,"Jul 17, 2015","$130,000,000","$180,202,163","$518,858,449"
131,tt0479204,2010.0,"Horror,Thriller",2.0,Perfect Life,US,"[27, 53]",36604,1.841,2010-04-27,4.3,5,,,,,
132,tt0479997,2011.0,"Action,Adventure,Fantasy",25.0,Season of the Witch,US,"[12, 14, 28]",23047,12.535,2011-01-07,5.3,1352,89.0,"Jan 7, 2011","$40,000,000","$24,827,228","$91,126,600"
133,tt0480239,2011.0,"Drama,Mystery,Sci-Fi",16.0,Atlas Shrugged: Part I,US,"[18, 53, 878, 9648]",56780,6.315,2011-04-15,5.2,89,,,,,
134,tt0480255,2010.0,"Action,Adventure,Crime",17.0,The Losers,US,"[28, 12, 80, 9648, 53]",34813,10.202,2010-04-23,6.2,844,44.0,"Apr 23, 2010","$25,000,000","$23,591,432","$29,863,840"
135,tt0480687,2011.0,"Comedy,Romance",28.0,Hall Pass,US,"[35, 10749]",48988,9.984,2011-02-25,5.5,1009,57.0,"Feb 25, 2011","$68,000,000","$45,060,734","$87,173,475"
136,tt0481499,2013.0,"Action,Adventure,Animation",4.0,The Croods,US,"[28, 12, 16, 35, 10751, 14]",49519,16.29,2013-03-22,6.8,3873,26.0,"Mar 22, 2013","$135,000,000","$187,168,425","$573,068,425"
137,tt0482461,2010.0,"Comedy,Drama,Romance",5.0,Barry Munday,US,"[35, 18, 10749]",44594,5.141,2010-03-13,6.0,37,61.0,"Oct 1, 2010","$3,000,000",$0,$0
138,tt0483586,2010.0,"Family,Sport",5.0,Chasing 3000,US,[18],51597,1.4,2010-07-16,5.0,6,,,,,
139,tt0485985,2012.0,"Action,Adventure,Drama",18.0,Red Tails,US,"[18, 28, 12, 36, 10752]",72431,10.247,2012-01-11,6.0,256,61.0,"Jan 20, 2012","$58,000,000","$49,876,377","$50,365,498"
140,tt0490075,2013.0,"Crime,Thriller",3.0,Aftermath,US,"[53, 18]",188839,2.262,2012-08-24,4.6,27,,,,,
141,tt1564368,2014.0,"Horror,Sci-Fi,Thriller",11.0,Aftermath,US,"[53, 18]",188839,2.262,2012-08-24,4.6,27,,,,,
142,tt2022528,2011.0,"Adventure,Animation,Drama",4.0,Aftermath,US,"[53, 18]",188839,2.262,2012-08-24,4.6,27,,,,,
143,tt2584642,2012.0,"Action,Horror",5.0,Aftermath,US,"[53, 18]",188839,2.262,2012-08-24,4.6,27,,,,,
144,tt4486228,2014.0,Drama,1.0,Aftermath,US,"[53, 18]",188839,2.262,2012-08-24,4.6,27,,,,,
145,tt4581576,2017.0,"Drama,Thriller",7.0,Aftermath,US,"[53, 18]",188839,2.262,2012-08-24,4.6,27,,,,,
146,tt0490075,2013.0,"Crime,Thriller",3.0,Aftermath,US,"[28, 27]",293379,1.156,2012-10-31,1.5,2,,,,,
147,tt1564368,2014.0,"Horror,Sci-Fi,Thriller",11.0,Aftermath,US,"[28, 27]",293379,1.156,2012-10-31,1.5,2,,,,,
148,tt2022528,2011.0,"Adventure,Animation,Drama",4.0,Aftermath,US,"[28, 27]",293379,1.156,2012-10-31,1.5,2,,,,,
149,tt2584642,2012.0,"Action,Horror",5.0,Aftermath,US,"[28, 27]",293379,1.156,2012-10-31,1.5,2,,,,,
150,tt4486228,2014.0,Drama,1.0,Aftermath,US,"[28, 27]",293379,1.156,2012-10-31,1.5,2,,,,,
151,tt4581576,2017.0,"Drama,Thriller",7.0,Aftermath,US,"[28, 27]",293379,1.156,2012-10-31,1.5,2,,,,,
152,tt0490075,2013.0,"Crime,Thriller",3.0,Aftermath,US,"[53, 80]",171688,2.129,2013-11-01,4.1,7,,,,,
153,tt1564368,2014.0,"Horror,Sci-Fi,Thriller",11.0,Aftermath,US,"[53, 80]",171688,2.129,2013-11-01,4.1,7,,,,,
154,tt2022528,2011.0,"Adventure,Animation,Drama",4.0,Aftermath,US,"[53, 80]",171688,2.129,2013-11-01,4.1,7,,,,,
155,tt2584642,2012.0,"Action,Horror",5.0,Aftermath,US,"[53, 80]",171688,2.129,2013-11-01,4.1,7,,,,,
156,tt4486228,2014.0,Drama,1.0,Aftermath,US,"[53, 80]",171688,2.129,2013-11-01,4.1,7,,,,,
157,tt4581576,2017.0,"Drama,Thriller",7.0,Aftermath,US,"[53, 80]",171688,2.129,2013-11-01,4.1,7,,,,,
158,tt0490075,2013.0,"Crime,Thriller",3.0,Aftermath,US,[],426295,0.6,2013-10-13,7.0,3,,,,,
159,tt1564368,2014.0,"Horror,Sci-Fi,Thriller",11.0,Aftermath,US,[],426295,0.6,2013-10-13,7.0,3,,,,,
160,tt2022528,2011.0,"Adventure,Animation,Drama",4.0,Aftermath,US,[],426295,0.6,2013-10-13,7.0,3,,,,,
161,tt2584642,2012.0,"Action,Horror",5.0,Aftermath,US,[],426295,0.6,2013-10-13,7.0,3,,,,,
162,tt4486228,2014.0,Drama,1.0,Aftermath,US,[],426295,0.6,2013-10-13,7.0,3,,,,,
163,tt4581576,2017.0,"Drama,Thriller",7.0,Aftermath,US,[],426295,0.6,2013-10-13,7.0,3,,,,,
164,tt0490075,2013.0,"Crime,Thriller",3.0,Aftermath,US,"[18, 53]",390051,10.504,2017-04-07,5.5,377,,,,,
